producto_id,nombre_producto,descripcion,categoria_id,marca_id,precio,costo,stock_actual,fecha_lanzamiento,url_imagen
390,Gorra_Sisley_390,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Fusce vitae sem ut dolor congue fringilla at vitae elit. In tempus mollis dui, sit amet malesuada augue ultrices nec. Sed augue justo, dapibus laoreet dui non, tincidunt lobortis tellus. Integer molestie gravida nibh vitae ultricies. Curabitur eleifend nulla neque, sit amet molestie diam blandit sit amet. Vestibulum bibendum erat vitae lacinia commodo. Maecenas augue ex, ornare vitae libero feugiat, vehicula tempus erat. Ut congue consequat orci, ut vestibulum arcu maximus quis.",4,71,412368,64208,87,2022-01-03,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nullam rutrum mauris a ipsum posuere condimentum. Duis at lobortis leo. Ut et"
391,Gabardina_Nordstrom_391,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Fusce vitae sem ut dolor congue fringilla at vitae elit. In tempus mollis dui, sit amet malesuada augue ultrices nec. Sed augue justo, dapibus laoreet dui non, tincidunt lobortis tellus. Integer molestie gravida nibh vitae ultricies. Curabitur eleifend nulla neque, sit amet molestie diam blandit sit amet. Vestibulum bibendum erat vitae lacinia commodo. Maecenas augue ex, ornare vitae libero feugiat, vehicula tempus erat. Ut congue consequat orci, ut vestibulum arcu maximus quis.",10,35,352531,216575,65,2022-03-28,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nullam rutrum mauris a ipsum posuere condimentum. Duis at lobortis leo. Ut et"
392,Botas_Foot Locker Inc._392,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Fusce vitae sem ut dolor congue fringilla at vitae elit. In tempus mollis dui, sit amet malesuada augue ultrices nec. Sed augue justo, dapibus laoreet dui non, tincidunt lobortis tellus. Integer molestie gravida nibh vitae ultricies. Curabitur eleifend nulla neque, sit amet molestie diam blandit sit amet. Vestibulum bibendum erat vitae lacinia commodo. Maecenas augue ex, ornare vitae libero feugiat, vehicula tempus erat. Ut congue consequat orci, ut vestibulum arcu maximus quis.",3,41,378238,175509,19,2022-10-07,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nullam rutrum mauris a ipsum posuere condimentum. Duis at lobortis leo. Ut et"
393,Guantes_Salvatore Ferragamo_393,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Fusce vitae sem ut dolor congue fringilla at vitae elit. In tempus mollis dui, sit amet malesuada augue ultrices nec. Sed augue justo, dapibus laoreet dui non, tincidunt lobortis tellus. Integer molestie gravida nibh vitae ultricies. Curabitur eleifend nulla neque, sit amet molestie diam blandit sit amet. Vestibulum bibendum erat vitae lacinia commodo. Maecenas augue ex, ornare vitae libero feugiat, vehicula tempus erat. Ut congue consequat orci, ut vestibulum arcu maximus quis.",5,54,59077,43915,9,2022-10-11,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nullam rutrum mauris a ipsum posuere condimentum. Duis at lobortis leo. Ut et"
394,Polainas_Rolex_394,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Fusce vitae sem ut dolor congue fringilla at vitae elit. In tempus mollis dui, sit amet malesuada augue ultrices nec. Sed augue justo, dapibus laoreet dui non, tincidunt lobortis tellus. Integer molestie gravida nibh vitae ultricies. Curabitur eleifend nulla neque, sit amet molestie diam blandit sit amet. Vestibulum bibendum erat vitae lacinia commodo. Maecenas augue ex, ornare vitae libero feugiat, vehicula tempus erat. Ut congue consequat orci, ut vestibulum arcu maximus quis.",11,11,347792,239490,59,2022-04-24,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nullam rutrum mauris a ipsum posuere condimentum. Duis at lobortis leo. Ut et"
395,Chubasquero_Ted Baker_395,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Fusce vitae sem ut dolor congue fringilla at vitae elit. In tempus mollis dui, sit amet malesuada augue ultrices nec. Sed augue justo, dapibus laoreet dui non, tincidunt lobortis tellus. Integer molestie gravida nibh vitae ultricies. Curabitur eleifend nulla neque, sit amet molestie diam blandit sit amet. Vestibulum bibendum erat vitae lacinia commodo. Maecenas augue ex, ornare vitae libero feugiat, vehicula tempus erat. Ut congue consequat orci, ut vestibulum arcu maximus quis.",9,100,490669,237390,24,2022-07-05,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nullam rutrum mauris a ipsum posuere condimentum. Duis at lobortis leo. Ut et"
396,Pantalones_Sephora_396,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Fusce vitae sem ut dolor congue fringilla at vitae elit. In tempus mollis dui, sit amet malesuada augue ultrices nec. Sed augue justo, dapibus laoreet dui non, tincidunt lobortis tellus. Integer molestie gravida nibh vitae ultricies. Curabitur eleifend nulla neque, sit amet molestie diam blandit sit amet. Vestibulum bibendum erat vitae lacinia commodo. Maecenas augue ex, ornare vitae libero feugiat, vehicula tempus erat. Ut congue consequat orci, ut vestibulum arcu maximus quis.",2,17,478706,114402,52,2022-06-20,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nullam rutrum mauris a ipsum posuere condimentum. Duis at lobortis leo. Ut et"
397,Gorra_Sisley_397,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Fusce vitae sem ut dolor congue fringilla at vitae elit. In tempus mollis dui, sit amet malesuada augue ultrices nec. Sed augue justo, dapibus laoreet dui non, tincidunt lobortis tellus. Integer molestie gravida nibh vitae ultricies. Curabitur eleifend nulla neque, sit amet molestie diam blandit sit amet. Vestibulum bibendum erat vitae lacinia commodo. Maecenas augue ex, ornare vitae libero feugiat, vehicula tempus erat. Ut congue consequat orci, ut vestibulum arcu maximus quis.",4,71,369443,66688,40,2022-05-14,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nullam rutrum mauris a ipsum posuere condimentum. Duis at lobortis leo. Ut et"
398,Bolsa_Aldo_398,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Fusce vitae sem ut dolor congue fringilla at vitae elit. In tempus mollis dui, sit amet malesuada augue ultrices nec. Sed augue justo, dapibus laoreet dui non, tincidunt lobortis tellus. Integer molestie gravida nibh vitae ultricies. Curabitur eleifend nulla neque, sit amet molestie diam blandit sit amet. Vestibulum bibendum erat vitae lacinia commodo. Maecenas augue ex, ornare vitae libero feugiat, vehicula tempus erat. Ut congue consequat orci, ut vestibulum arcu maximus quis.",13,80,190694,72546,54,2022-02-03,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nullam rutrum mauris a ipsum posuere condimentum. Duis at lobortis leo. Ut et"
399,Mochila_Moncler_399,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Fusce vitae sem ut dolor congue fringilla at vitae elit. In tempus mollis dui, sit amet malesuada augue ultrices nec. Sed augue justo, dapibus laoreet dui non, tincidunt lobortis tellus. Integer molestie gravida nibh vitae ultricies. Curabitur eleifend nulla neque, sit amet molestie diam blandit sit amet. Vestibulum bibendum erat vitae lacinia commodo. Maecenas augue ex, ornare vitae libero feugiat, vehicula tempus erat. Ut congue consequat orci, ut vestibulum arcu maximus quis.",12,16,466595,418605,19,2022-05-07,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nullam rutrum mauris a ipsum posuere condimentum. Duis at lobortis leo. Ut et"
400,Gorra_Cole Haan_400,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Fusce vitae sem ut dolor congue fringilla at vitae elit. In tempus mollis dui, sit amet malesuada augue ultrices nec. Sed augue justo, dapibus laoreet dui non, tincidunt lobortis tellus. Integer molestie gravida nibh vitae ultricies. Curabitur eleifend nulla neque, sit amet molestie diam blandit sit amet. Vestibulum bibendum erat vitae lacinia commodo. Maecenas augue ex, ornare vitae libero feugiat, vehicula tempus erat. Ut congue consequat orci, ut vestibulum arcu maximus quis.",4,82,278481,148408,62,2022-11-28,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nullam rutrum mauris a ipsum posuere condimentum. Duis at lobortis leo. Ut et"
401,Guantes_TOD's_401,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Fusce vitae sem ut dolor congue fringilla at vitae elit. In tempus mollis dui, sit amet malesuada augue ultrices nec. Sed augue justo, dapibus laoreet dui non, tincidunt lobortis tellus. Integer molestie gravida nibh vitae ultricies. Curabitur eleifend nulla neque, sit amet molestie diam blandit sit amet. Vestibulum bibendum erat vitae lacinia commodo. Maecenas augue ex, ornare vitae libero feugiat, vehicula tempus erat. Ut congue consequat orci, ut vestibulum arcu maximus quis.",5,73,55889,43233,30,2022-08-24,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nullam rutrum mauris a ipsum posuere condimentum. Duis at lobortis leo. Ut et"
402,Poncho_Zara_402,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Fusce vitae sem ut dolor congue fringilla at vitae elit. In tempus mollis dui, sit amet malesuada augue ultrices nec. Sed augue justo, dapibus laoreet dui non, tincidunt lobortis tellus. Integer molestie gravida nibh vitae ultricies. Curabitur eleifend nulla neque, sit amet molestie diam blandit sit amet. Vestibulum bibendum erat vitae lacinia commodo. Maecenas augue ex, ornare vitae libero feugiat, vehicula tempus erat. Ut congue consequat orci, ut vestibulum arcu maximus quis.",8,6,229100,100192,11,2022-10-27,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nullam rutrum mauris a ipsum posuere condimentum. Duis at lobortis leo. Ut et"
403,Gorra_Elie Taharie_403,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Fusce vitae sem ut dolor congue fringilla at vitae elit. In tempus mollis dui, sit amet malesuada augue ultrices nec. Sed augue justo, dapibus laoreet dui non, tincidunt lobortis tellus. Integer molestie gravida nibh vitae ultricies. Curabitur eleifend nulla neque, sit amet molestie diam blandit sit amet. Vestibulum bibendum erat vitae lacinia commodo. Maecenas augue ex, ornare vitae libero feugiat, vehicula tempus erat. Ut congue consequat orci, ut vestibulum arcu maximus quis.",4,85,379128,170235,9,2022-12-30,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nullam rutrum mauris a ipsum posuere condimentum. Duis at lobortis leo. Ut et"
404,Guantes_Vera Wang_404,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Fusce vitae sem ut dolor congue fringilla at vitae elit. In tempus mollis dui, sit amet malesuada augue ultrices nec. Sed augue justo, dapibus laoreet dui non, tincidunt lobortis tellus. Integer molestie gravida nibh vitae ultricies. Curabitur eleifend nulla neque, sit amet molestie diam blandit sit amet. Vestibulum bibendum erat vitae lacinia commodo. Maecenas augue ex, ornare vitae libero feugiat, vehicula tempus erat. Ut congue consequat orci, ut vestibulum arcu maximus quis.",5,45,368020,145754,16,2022-07-26,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nullam rutrum mauris a ipsum posuere condimentum. Duis at lobortis leo. Ut et"
405,Chaqueta_Polo Ralph Lauren_405,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Fusce vitae sem ut dolor congue fringilla at vitae elit. In tempus mollis dui, sit amet malesuada augue ultrices nec. Sed augue justo, dapibus laoreet dui non, tincidunt lobortis tellus. Integer molestie gravida nibh vitae ultricies. Curabitur eleifend nulla neque, sit amet molestie diam blandit sit amet. Vestibulum bibendum erat vitae lacinia commodo. Maecenas augue ex, ornare vitae libero feugiat, vehicula tempus erat. Ut congue consequat orci, ut vestibulum arcu maximus quis.",1,24,470171,278894,13,2022-06-11,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nullam rutrum mauris a ipsum posuere condimentum. Duis at lobortis leo. Ut et"
406,Botas_Burberry_406,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Fusce vitae sem ut dolor congue fringilla at vitae elit. In tempus mollis dui, sit amet malesuada augue ultrices nec. Sed augue justo, dapibus laoreet dui non, tincidunt lobortis tellus. Integer molestie gravida nibh vitae ultricies. Curabitur eleifend nulla neque, sit amet molestie diam blandit sit amet. Vestibulum bibendum erat vitae lacinia commodo. Maecenas augue ex, ornare vitae libero feugiat, vehicula tempus erat. Ut congue consequat orci, ut vestibulum arcu maximus quis.",3,19,261508,192564,69,2022-06-05,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nullam rutrum mauris a ipsum posuere condimentum. Duis at lobortis leo. Ut et"
407,Gabardina_Foot Locker Inc._407,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Fusce vitae sem ut dolor congue fringilla at vitae elit. In tempus mollis dui, sit amet malesuada augue ultrices nec. Sed augue justo, dapibus laoreet dui non, tincidunt lobortis tellus. Integer molestie gravida nibh vitae ultricies. Curabitur eleifend nulla neque, sit amet molestie diam blandit sit amet. Vestibulum bibendum erat vitae lacinia commodo. Maecenas augue ex, ornare vitae libero feugiat, vehicula tempus erat. Ut congue consequat orci, ut vestibulum arcu maximus quis.",10,41,87299,23583,79,2022-03-19,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nullam rutrum mauris a ipsum posuere condimentum. Duis at lobortis leo. Ut et"
408,Guantes_Old Navy_408,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Fusce vitae sem ut dolor congue fringilla at vitae elit. In tempus mollis dui, sit amet malesuada augue ultrices nec. Sed augue justo, dapibus laoreet dui non, tincidunt lobortis tellus. Integer molestie gravida nibh vitae ultricies. Curabitur eleifend nulla neque, sit amet molestie diam blandit sit amet. Vestibulum bibendum erat vitae lacinia commodo. Maecenas augue ex, ornare vitae libero feugiat, vehicula tempus erat. Ut congue consequat orci, ut vestibulum arcu maximus quis.",5,56,142726,90934,45,2022-08-22,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nullam rutrum mauris a ipsum posuere condimentum. Duis at lobortis leo. Ut et"
409,Polainas_Urban Outfitters_409,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Fusce vitae sem ut dolor congue fringilla at vitae elit. In tempus mollis dui, sit amet malesuada augue ultrices nec. Sed augue justo, dapibus laoreet dui non, tincidunt lobortis tellus. Integer molestie gravida nibh vitae ultricies. Curabitur eleifend nulla neque, sit amet molestie diam blandit sit amet. Vestibulum bibendum erat vitae lacinia commodo. Maecenas augue ex, ornare vitae libero feugiat, vehicula tempus erat. Ut congue consequat orci, ut vestibulum arcu maximus quis.",11,53,86442,66570,14,2022-04-06,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nullam rutrum mauris a ipsum posuere condimentum. Duis at lobortis leo. Ut et"
410,Calcetines_Zara_410,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Fusce vitae sem ut dolor congue fringilla at vitae elit. In tempus mollis dui, sit amet malesuada augue ultrices nec. Sed augue justo, dapibus laoreet dui non, tincidunt lobortis tellus. Integer molestie gravida nibh vitae ultricies. Curabitur eleifend nulla neque, sit amet molestie diam blandit sit amet. Vestibulum bibendum erat vitae lacinia commodo. Maecenas augue ex, ornare vitae libero feugiat, vehicula tempus erat. Ut congue consequat orci, ut vestibulum arcu maximus quis.",6,6,491523,33850,69,2022-01-30,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nullam rutrum mauris a ipsum posuere condimentum. Duis at lobortis leo. Ut et"
411,Gorra_Net-a-Porter_411,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Fusce vitae sem ut dolor congue fringilla at vitae elit. In tempus mollis dui, sit amet malesuada augue ultrices nec. Sed augue justo, dapibus laoreet dui non, tincidunt lobortis tellus. Integer molestie gravida nibh vitae ultricies. Curabitur eleifend nulla neque, sit amet molestie diam blandit sit amet. Vestibulum bibendum erat vitae lacinia commodo. Maecenas augue ex, ornare vitae libero feugiat, vehicula tempus erat. Ut congue consequat orci, ut vestibulum arcu maximus quis.",4,64,262046,142854,85,2022-12-21,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nullam rutrum mauris a ipsum posuere condimentum. Duis at lobortis leo. Ut et"
412,Pantalones_Breguet_412,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Fusce vitae sem ut dolor congue fringilla at vitae elit. In tempus mollis dui, sit amet malesuada augue ultrices nec. Sed augue justo, dapibus laoreet dui non, tincidunt lobortis tellus. Integer molestie gravida nibh vitae ultricies. Curabitur eleifend nulla neque, sit amet molestie diam blandit sit amet. Vestibulum bibendum erat vitae lacinia commodo. Maecenas augue ex, ornare vitae libero feugiat, vehicula tempus erat. Ut congue consequat orci, ut vestibulum arcu maximus quis.",2,93,82995,21425,5,2022-07-19,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nullam rutrum mauris a ipsum posuere condimentum. Duis at lobortis leo. Ut et"
413,Polainas_TJ Maxx_413,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Fusce vitae sem ut dolor congue fringilla at vitae elit. In tempus mollis dui, sit amet malesuada augue ultrices nec. Sed augue justo, dapibus laoreet dui non, tincidunt lobortis tellus. Integer molestie gravida nibh vitae ultricies. Curabitur eleifend nulla neque, sit amet molestie diam blandit sit amet. Vestibulum bibendum erat vitae lacinia commodo. Maecenas augue ex, ornare vitae libero feugiat, vehicula tempus erat. Ut congue consequat orci, ut vestibulum arcu maximus quis.",11,33,64159,34132,31,2022-03-12,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nullam rutrum mauris a ipsum posuere condimentum. Duis at lobortis leo. Ut et"
414,Mochila_TJ Maxx_414,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Fusce vitae sem ut dolor congue fringilla at vitae elit. In tempus mollis dui, sit amet malesuada augue ultrices nec. Sed augue justo, dapibus laoreet dui non, tincidunt lobortis tellus. Integer molestie gravida nibh vitae ultricies. Curabitur eleifend nulla neque, sit amet molestie diam blandit sit amet. Vestibulum bibendum erat vitae lacinia commodo. Maecenas augue ex, ornare vitae libero feugiat, vehicula tempus erat. Ut congue consequat orci, ut vestibulum arcu maximus quis.",12,33,162304,135629,71,2022-12-26,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nullam rutrum mauris a ipsum posuere condimentum. Duis at lobortis leo. Ut et"
415,Chaqueta_Sisley_415,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Fusce vitae sem ut dolor congue fringilla at vitae elit. In tempus mollis dui, sit amet malesuada augue ultrices nec. Sed augue justo, dapibus laoreet dui non, tincidunt lobortis tellus. Integer molestie gravida nibh vitae ultricies. Curabitur eleifend nulla neque, sit amet molestie diam blandit sit amet. Vestibulum bibendum erat vitae lacinia commodo. Maecenas augue ex, ornare vitae libero feugiat, vehicula tempus erat. Ut congue consequat orci, ut vestibulum arcu maximus quis.",1,71,311427,117180,24,2022-01-23,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nullam rutrum mauris a ipsum posuere condimentum. Duis at lobortis leo. Ut et"
416,Mochila_Salvatore Ferragamo_416,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Fusce vitae sem ut dolor congue fringilla at vitae elit. In tempus mollis dui, sit amet malesuada augue ultrices nec. Sed augue justo, dapibus laoreet dui non, tincidunt lobortis tellus. Integer molestie gravida nibh vitae ultricies. Curabitur eleifend nulla neque, sit amet molestie diam blandit sit amet. Vestibulum bibendum erat vitae lacinia commodo. Maecenas augue ex, ornare vitae libero feugiat, vehicula tempus erat. Ut congue consequat orci, ut vestibulum arcu maximus quis.",12,54,252336,143797,54,2022-12-24,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nullam rutrum mauris a ipsum posuere condimentum. Duis at lobortis leo. Ut et"
417,Poncho_Foot Locker Inc._417,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Fusce vitae sem ut dolor congue fringilla at vitae elit. In tempus mollis dui, sit amet malesuada augue ultrices nec. Sed augue justo, dapibus laoreet dui non, tincidunt lobortis tellus. Integer molestie gravida nibh vitae ultricies. Curabitur eleifend nulla neque, sit amet molestie diam blandit sit amet. Vestibulum bibendum erat vitae lacinia commodo. Maecenas augue ex, ornare vitae libero feugiat, vehicula tempus erat. Ut congue consequat orci, ut vestibulum arcu maximus quis.",8,41,265113,60712,100,2022-11-29,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nullam rutrum mauris a ipsum posuere condimentum. Duis at lobortis leo. Ut et"
418,Pantalones_Polo Ralph Lauren_418,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Fusce vitae sem ut dolor congue fringilla at vitae elit. In tempus mollis dui, sit amet malesuada augue ultrices nec. Sed augue justo, dapibus laoreet dui non, tincidunt lobortis tellus. Integer molestie gravida nibh vitae ultricies. Curabitur eleifend nulla neque, sit amet molestie diam blandit sit amet. Vestibulum bibendum erat vitae lacinia commodo. Maecenas augue ex, ornare vitae libero feugiat, vehicula tempus erat. Ut congue consequat orci, ut vestibulum arcu maximus quis.",2,24,146548,123757,54,2022-03-17,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nullam rutrum mauris a ipsum posuere condimentum. Duis at lobortis leo. Ut et"
419,Bolsa_Forever 21_419,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Fusce vitae sem ut dolor congue fringilla at vitae elit. In tempus mollis dui, sit amet malesuada augue ultrices nec. Sed augue justo, dapibus laoreet dui non, tincidunt lobortis tellus. Integer molestie gravida nibh vitae ultricies. Curabitur eleifend nulla neque, sit amet molestie diam blandit sit amet. Vestibulum bibendum erat vitae lacinia commodo. Maecenas augue ex, ornare vitae libero feugiat, vehicula tempus erat. Ut congue consequat orci, ut vestibulum arcu maximus quis.",13,68,490932,298109,17,2022-03-22,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nullam rutrum mauris a ipsum posuere condimentum. Duis at lobortis leo. Ut et"
420,Polainas_Swatch_420,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Fusce vitae sem ut dolor congue fringilla at vitae elit. In tempus mollis dui, sit amet malesuada augue ultrices nec. Sed augue justo, dapibus laoreet dui non, tincidunt lobortis tellus. Integer molestie gravida nibh vitae ultricies. Curabitur eleifend nulla neque, sit amet molestie diam blandit sit amet. Vestibulum bibendum erat vitae lacinia commodo. Maecenas augue ex, ornare vitae libero feugiat, vehicula tempus erat. Ut congue consequat orci, ut vestibulum arcu maximus quis.",11,98,316979,301735,21,2022-09-25,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nullam rutrum mauris a ipsum posuere condimentum. Duis at lobortis leo. Ut et"
421,Chubasquero_Fossil_421,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Fusce vitae sem ut dolor congue fringilla at vitae elit. In tempus mollis dui, sit amet malesuada augue ultrices nec. Sed augue justo, dapibus laoreet dui non, tincidunt lobortis tellus. Integer molestie gravida nibh vitae ultricies. Curabitur eleifend nulla neque, sit amet molestie diam blandit sit amet. Vestibulum bibendum erat vitae lacinia commodo. Maecenas augue ex, ornare vitae libero feugiat, vehicula tempus erat. Ut congue consequat orci, ut vestibulum arcu maximus quis.",9,87,490217,467327,22,2022-01-02,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nullam rutrum mauris a ipsum posuere condimentum. Duis at lobortis leo. Ut et"
422,Gabardina_Salvatore Ferragamo_422,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Fusce vitae sem ut dolor congue fringilla at vitae elit. In tempus mollis dui, sit amet malesuada augue ultrices nec. Sed augue justo, dapibus laoreet dui non, tincidunt lobortis tellus. Integer molestie gravida nibh vitae ultricies. Curabitur eleifend nulla neque, sit amet molestie diam blandit sit amet. Vestibulum bibendum erat vitae lacinia commodo. Maecenas augue ex, ornare vitae libero feugiat, vehicula tempus erat. Ut congue consequat orci, ut vestibulum arcu maximus quis.",10,54,144291,49966,13,2022-12-24,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nullam rutrum mauris a ipsum posuere condimentum. Duis at lobortis leo. Ut et"
423,Chubasquero_TOD's_423,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Fusce vitae sem ut dolor congue fringilla at vitae elit. In tempus mollis dui, sit amet malesuada augue ultrices nec. Sed augue justo, dapibus laoreet dui non, tincidunt lobortis tellus. Integer molestie gravida nibh vitae ultricies. Curabitur eleifend nulla neque, sit amet molestie diam blandit sit amet. Vestibulum bibendum erat vitae lacinia commodo. Maecenas augue ex, ornare vitae libero feugiat, vehicula tempus erat. Ut congue consequat orci, ut vestibulum arcu maximus quis.",9,73,89731,70644,9,2022-09-08,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nullam rutrum mauris a ipsum posuere condimentum. Duis at lobortis leo. Ut et"
424,Botas_New Look_424,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Fusce vitae sem ut dolor congue fringilla at vitae elit. In tempus mollis dui, sit amet malesuada augue ultrices nec. Sed augue justo, dapibus laoreet dui non, tincidunt lobortis tellus. Integer molestie gravida nibh vitae ultricies. Curabitur eleifend nulla neque, sit amet molestie diam blandit sit amet. Vestibulum bibendum erat vitae lacinia commodo. Maecenas augue ex, ornare vitae libero feugiat, vehicula tempus erat. Ut congue consequat orci, ut vestibulum arcu maximus quis.",3,92,126153,30446,51,2022-03-19,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nullam rutrum mauris a ipsum posuere condimentum. Duis at lobortis leo. Ut et"
425,Bolsa_Urban Outfitters_425,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Fusce vitae sem ut dolor congue fringilla at vitae elit. In tempus mollis dui, sit amet malesuada augue ultrices nec. Sed augue justo, dapibus laoreet dui non, tincidunt lobortis tellus. Integer molestie gravida nibh vitae ultricies. Curabitur eleifend nulla neque, sit amet molestie diam blandit sit amet. Vestibulum bibendum erat vitae lacinia commodo. Maecenas augue ex, ornare vitae libero feugiat, vehicula tempus erat. Ut congue consequat orci, ut vestibulum arcu maximus quis.",13,53,178372,38986,63,2022-11-15,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nullam rutrum mauris a ipsum posuere condimentum. Duis at lobortis leo. Ut et"
426,Botas_Levi's_426,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Fusce vitae sem ut dolor congue fringilla at vitae elit. In tempus mollis dui, sit amet malesuada augue ultrices nec. Sed augue justo, dapibus laoreet dui non, tincidunt lobortis tellus. Integer molestie gravida nibh vitae ultricies. Curabitur eleifend nulla neque, sit amet molestie diam blandit sit amet. Vestibulum bibendum erat vitae lacinia commodo. Maecenas augue ex, ornare vitae libero feugiat, vehicula tempus erat. Ut congue consequat orci, ut vestibulum arcu maximus quis.",3,27,357077,45730,88,2022-05-09,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nullam rutrum mauris a ipsum posuere condimentum. Duis at lobortis leo. Ut et"
427,Bolsa_Breguet_427,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Fusce vitae sem ut dolor congue fringilla at vitae elit. In tempus mollis dui, sit amet malesuada augue ultrices nec. Sed augue justo, dapibus laoreet dui non, tincidunt lobortis tellus. Integer molestie gravida nibh vitae ultricies. Curabitur eleifend nulla neque, sit amet molestie diam blandit sit amet. Vestibulum bibendum erat vitae lacinia commodo. Maecenas augue ex, ornare vitae libero feugiat, vehicula tempus erat. Ut congue consequat orci, ut vestibulum arcu maximus quis.",13,93,366214,219098,53,2022-12-25,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nullam rutrum mauris a ipsum posuere condimentum. Duis at lobortis leo. Ut et"
428,Mochila_Fendi_428,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Fusce vitae sem ut dolor congue fringilla at vitae elit. In tempus mollis dui, sit amet malesuada augue ultrices nec. Sed augue justo, dapibus laoreet dui non, tincidunt lobortis tellus. Integer molestie gravida nibh vitae ultricies. Curabitur eleifend nulla neque, sit amet molestie diam blandit sit amet. Vestibulum bibendum erat vitae lacinia commodo. Maecenas augue ex, ornare vitae libero feugiat, vehicula tempus erat. Ut congue consequat orci, ut vestibulum arcu maximus quis.",12,52,206001,130312,22,2022-06-23,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nullam rutrum mauris a ipsum posuere condimentum. Duis at lobortis leo. Ut et"
